state_spaces:  {'first_0': Box(0.0, 1.0, (128,), float32), 'second_0': Box(0.0, 1.0, (128,), float32)} ,  action_spaces:  {'first_0': Discrete(18), 'second_0': Discrete(18)}
['first_0', 'second_0']
# of episode :620
exploiter avg. score: -0.7, avg. epi length: 1784
# of episode :640
exploiter avg. score: -0.6, avg. epi length: 1784
# of episode :660
exploiter avg. score: -0.8, avg. epi length: 1784
# of episode :680
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :700
exploiter avg. score: -0.5, avg. epi length: 1784
# of episode :720
exploiter avg. score: -0.3, avg. epi length: 1784
# of episode :740
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :760
exploiter avg. score: -0.3, avg. epi length: 1784
# of episode :780
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :800
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :820
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :840
exploiter avg. score: -0.3, avg. epi length: 1784
# of episode :860
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :880
exploiter avg. score: -0.45, avg. epi length: 1784
# of episode :900
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :920
exploiter avg. score: -0.1, avg. epi length: 1784
# of episode :940
exploiter avg. score: -0.55, avg. epi length: 1784
# of episode :960
exploiter avg. score: -0.75, avg. epi length: 1784
# of episode :980
exploiter avg. score: -0.4, avg. epi length: 1784
Final score: -0.4, episode length: 1784
load model:  29000 29000mappo_single_1
model/boxing_v1/selfplay/noise/29000mappo_single_1
# of episode :0
exploiter avg. score: -5.0, avg. epi length: 296
# of episode :20
exploiter avg. score: -94.5, avg. epi length: 415
# of episode :40
exploiter avg. score: -94.15, avg. epi length: 408
# of episode :60
exploiter avg. score: -93.2, avg. epi length: 402
# of episode :80
exploiter avg. score: -95.05, avg. epi length: 435
# of episode :100
exploiter avg. score: -95.5, avg. epi length: 383
# of episode :120
exploiter avg. score: -93.1, avg. epi length: 485
# of episode :140
exploiter avg. score: -94.8, avg. epi length: 413
# of episode :160
exploiter avg. score: -94.8, avg. epi length: 436
# of episode :180
exploiter avg. score: -95.05, avg. epi length: 420
# of episode :200
exploiter avg. score: -94.25, avg. epi length: 419
# of episode :220
exploiter avg. score: -93.9, avg. epi length: 441
# of episode :240
exploiter avg. score: -94.6, avg. epi length: 435
# of episode :260
exploiter avg. score: -92.3, avg. epi length: 482
# of episode :280
exploiter avg. score: -94.3, avg. epi length: 418
# of episode :300
exploiter avg. score: -93.7, avg. epi length: 482
# of episode :320
exploiter avg. score: -92.35, avg. epi length: 478
# of episode :340
exploiter avg. score: -93.3, avg. epi length: 434
# of episode :360
exploiter avg. score: -94.3, avg. epi length: 412
# of episode :380
exploiter avg. score: -93.15, avg. epi length: 460
# of episode :400
exploiter avg. score: -94.6, avg. epi length: 432
# of episode :420
exploiter avg. score: -94.5, avg. epi length: 396
# of episode :440
exploiter avg. score: -95.65, avg. epi length: 388
# of episode :460
exploiter avg. score: -94.55, avg. epi length: 435
# of episode :480
exploiter avg. score: -93.4, avg. epi length: 444
# of episode :500
exploiter avg. score: -94.35, avg. epi length: 423
# of episode :520
exploiter avg. score: -93.45, avg. epi length: 447
# of episode :540
exploiter avg. score: -94.4, avg. epi length: 431
# of episode :560
exploiter avg. score: -92.55, avg. epi length: 449
# of episode :580
exploiter avg. score: -93.75, avg. epi length: 435
# of episode :600
exploiter avg. score: -94.5, avg. epi length: 402
# of episode :620
exploiter avg. score: -94.2, avg. epi length: 431
# of episode :640
exploiter avg. score: -94.6, avg. epi length: 437
# of episode :660
exploiter avg. score: -92.4, avg. epi length: 484
# of episode :680
exploiter avg. score: -93.55, avg. epi length: 444
# of episode :700
exploiter avg. score: -94.55, avg. epi length: 433
# of episode :720
exploiter avg. score: -93.95, avg. epi length: 425
# of episode :740
exploiter avg. score: -92.55, avg. epi length: 442
# of episode :760
exploiter avg. score: -93.4, avg. epi length: 418
# of episode :780
exploiter avg. score: -92.8, avg. epi length: 444
# of episode :800
exploiter avg. score: -93.8, avg. epi length: 433
# of episode :820
exploiter avg. score: -95.6, avg. epi length: 407
# of episode :840
exploiter avg. score: -93.45, avg. epi length: 436
# of episode :860
exploiter avg. score: -94.05, avg. epi length: 446
# of episode :880
exploiter avg. score: -93.6, avg. epi length: 445
# of episode :900
exploiter avg. score: -94.4, avg. epi length: 404
# of episode :920
exploiter avg. score: -94.7, avg. epi length: 421
# of episode :940
exploiter avg. score: -94.55, avg. epi length: 390
# of episode :960
exploiter avg. score: -94.2, avg. epi length: 420
# of episode :980
exploiter avg. score: -93.65, avg. epi length: 425
Final score: -93.65, episode length: 425
load model:  30000 30000mappo_single_1
model/boxing_v1/selfplay/noise/30000mappo_single_1
# of episode :0
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :20
exploiter avg. score: -12.0, avg. epi length: 1784
# of episode :40
exploiter avg. score: -13.8, avg. epi length: 1767
# of episode :60
exploiter avg. score: -13.4, avg. epi length: 1784
# of episode :80
exploiter avg. score: -9.6, avg. epi length: 1731
# of episode :100
exploiter avg. score: -8.2, avg. epi length: 1784
# of episode :120
exploiter avg. score: -9.1, avg. epi length: 1784
# of episode :140
exploiter avg. score: -11.7, avg. epi length: 1784
# of episode :160
exploiter avg. score: -9.2, avg. epi length: 1784
# of episode :180
exploiter avg. score: -9.0, avg. epi length: 1739
# of episode :200
exploiter avg. score: -9.4, avg. epi length: 1784
# of episode :220
exploiter avg. score: -12.2, avg. epi length: 1784
# of episode :240
exploiter avg. score: -7.8, avg. epi length: 1784
# of episode :260
exploiter avg. score: -7.4, avg. epi length: 1784
# of episode :280
exploiter avg. score: -7.0, avg. epi length: 1784
# of episode :300
exploiter avg. score: -4.3, avg. epi length: 1784
# of episode :320
exploiter avg. score: -10.4, avg. epi length: 1784
# of episode :340
exploiter avg. score: -7.5, avg. epi length: 1784
# of episode :360
exploiter avg. score: -10.2, avg. epi length: 1784
# of episode :380
exploiter avg. score: -7.5, avg. epi length: 1784
# of episode :400
exploiter avg. score: -12.4, avg. epi length: 1784
# of episode :420
exploiter avg. score: -4.8, avg. epi length: 1784
# of episode :440
exploiter avg. score: -11.1, avg. epi length: 1784
# of episode :460
exploiter avg. score: -11.1, avg. epi length: 1784
# of episode :480
exploiter avg. score: -8.4, avg. epi length: 1784
# of episode :500
exploiter avg. score: -6.2, avg. epi length: 1784
# of episode :520
exploiter avg. score: -13.2, avg. epi length: 1727
# of episode :540
exploiter avg. score: -10.8, avg. epi length: 1784
# of episode :560
exploiter avg. score: -7.8, avg. epi length: 1784
# of episode :580
exploiter avg. score: -5.8, avg. epi length: 1784
# of episode :600
exploiter avg. score: -10.8, avg. epi length: 1784
# of episode :620
exploiter avg. score: -3.4, avg. epi length: 1784
# of episode :640
exploiter avg. score: -12.0, avg. epi length: 1784
# of episode :660
exploiter avg. score: -7.8, avg. epi length: 1784
# of episode :680
exploiter avg. score: -5.6, avg. epi length: 1784
# of episode :700
exploiter avg. score: -7.0, avg. epi length: 1784
# of episode :720
exploiter avg. score: -7.6, avg. epi length: 1784
# of episode :740
exploiter avg. score: -6.0, avg. epi length: 1784
# of episode :760
exploiter avg. score: -10.0, avg. epi length: 1784
# of episode :780
exploiter avg. score: -6.4, avg. epi length: 1784
# of episode :800
exploiter avg. score: -9.3, avg. epi length: 1784
# of episode :820
exploiter avg. score: -3.8, avg. epi length: 1784
# of episode :840
exploiter avg. score: -15.0, avg. epi length: 1784
# of episode :860
exploiter avg. score: -11.8, avg. epi length: 1784
# of episode :880
exploiter avg. score: -12.4, avg. epi length: 1784
# of episode :900
exploiter avg. score: -8.6, avg. epi length: 1784
# of episode :920
exploiter avg. score: -8.4, avg. epi length: 1784
# of episode :940
exploiter avg. score: -10.8, avg. epi length: 1784
# of episode :960
exploiter avg. score: -18.2, avg. epi length: 1717
# of episode :980
exploiter avg. score: -11.6, avg. epi length: 1784
Final score: -11.6, episode length: 1784
load model:  31000 31000mappo_single_1
model/boxing_v1/selfplay/noise/31000mappo_single_1
# of episode :0
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :20
exploiter avg. score: -2.8, avg. epi length: 1784
# of episode :40
exploiter avg. score: -3.5, avg. epi length: 1784
# of episode :60
exploiter avg. score: -2.8, avg. epi length: 1784
# of episode :80
exploiter avg. score: -3.0, avg. epi length: 1784
# of episode :100
exploiter avg. score: -2.9, avg. epi length: 1784
# of episode :120
exploiter avg. score: -4.8, avg. epi length: 1784
# of episode :140
exploiter avg. score: -2.2, avg. epi length: 1784
# of episode :160
exploiter avg. score: -3.6, avg. epi length: 1784
# of episode :180
exploiter avg. score: -2.7, avg. epi length: 1784
# of episode :200
exploiter avg. score: -2.8, avg. epi length: 1784
# of episode :220
exploiter avg. score: -1.8, avg. epi length: 1784
# of episode :240
exploiter avg. score: -3.8, avg. epi length: 1784
# of episode :260
exploiter avg. score: -2.8, avg. epi length: 1784
# of episode :280
exploiter avg. score: -4.4, avg. epi length: 1784
# of episode :300
exploiter avg. score: -2.6, avg. epi length: 1784
# of episode :320
exploiter avg. score: -2.6, avg. epi length: 1784
# of episode :340
exploiter avg. score: -3.6, avg. epi length: 1784
# of episode :360
exploiter avg. score: -4.6, avg. epi length: 1784
# of episode :380
exploiter avg. score: -2.0, avg. epi length: 1784
# of episode :400
exploiter avg. score: -3.6, avg. epi length: 1784
# of episode :420
exploiter avg. score: -2.4, avg. epi length: 1784
# of episode :440
exploiter avg. score: -3.5, avg. epi length: 1784
# of episode :460
exploiter avg. score: -3.4, avg. epi length: 1784
# of episode :480
exploiter avg. score: -2.0, avg. epi length: 1784
# of episode :500
exploiter avg. score: -4.2, avg. epi length: 1784
# of episode :520
exploiter avg. score: -2.4, avg. epi length: 1784
# of episode :540
exploiter avg. score: -2.0, avg. epi length: 1784
# of episode :560
exploiter avg. score: -2.8, avg. epi length: 1784
# of episode :580
exploiter avg. score: -4.2, avg. epi length: 1784
# of episode :600
exploiter avg. score: -2.2, avg. epi length: 1784
# of episode :620
exploiter avg. score: -3.3, avg. epi length: 1784
# of episode :640
exploiter avg. score: -2.2, avg. epi length: 1784
# of episode :660
exploiter avg. score: -2.6, avg. epi length: 1784
# of episode :680
exploiter avg. score: -3.2, avg. epi length: 1784
# of episode :700
exploiter avg. score: -1.0, avg. epi length: 1784
# of episode :720
exploiter avg. score: -2.4, avg. epi length: 1784
# of episode :740
exploiter avg. score: -3.3, avg. epi length: 1784
# of episode :760
exploiter avg. score: -2.0, avg. epi length: 1784
# of episode :780
exploiter avg. score: -2.5, avg. epi length: 1784
# of episode :800
exploiter avg. score: -2.0, avg. epi length: 1784
# of episode :820
exploiter avg. score: -3.4, avg. epi length: 1784
# of episode :840
exploiter avg. score: -2.2, avg. epi length: 1784
# of episode :860
exploiter avg. score: -3.0, avg. epi length: 1784
# of episode :880
exploiter avg. score: -2.8, avg. epi length: 1784
# of episode :900
exploiter avg. score: -4.5, avg. epi length: 1784
# of episode :920
exploiter avg. score: -3.0, avg. epi length: 1784
# of episode :940
exploiter avg. score: -3.0, avg. epi length: 1784
# of episode :960
exploiter avg. score: -2.4, avg. epi length: 1784
# of episode :980
exploiter avg. score: -1.6, avg. epi length: 1784
Final score: -1.6, episode length: 1784
load model:  32000 32000mappo_single_1
model/boxing_v1/selfplay/noise/32000mappo_single_1
# of episode :0
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :20
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :40
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :60
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :80
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :100
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :120
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :140
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :160
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :180
exploiter avg. score: -0.15, avg. epi length: 1784
# of episode :200
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :220
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :240
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :260
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :280
exploiter avg. score: -0.1, avg. epi length: 1784
# of episode :300
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :320
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :340
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :360
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :380
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :400
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :420
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :440
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :460
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :480
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :500
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :520
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :540
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :560
exploiter avg. score: -0.1, avg. epi length: 1784
# of episode :580
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :600
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :620
exploiter avg. score: -0.1, avg. epi length: 1784
# of episode :640
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :660
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :680
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :700
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :720
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :740
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :760
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :780
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :800
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :820
exploiter avg. score: 0.15, avg. epi length: 1784
# of episode :840
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :860
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :880
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :900
exploiter avg. score: 0.3, avg. epi length: 1784
# of episode :920
exploiter avg. score: 0.2, avg. epi length: 1784
# of episode :940
exploiter avg. score: 0.25, avg. epi length: 1784
# of episode :960
exploiter avg. score: 0.1, avg. epi length: 1784
# of episode :980
exploiter avg. score: 0.2, avg. epi length: 1784
Final score: 0.2, episode length: 1784
load model:  33000 33000mappo_single_1
model/boxing_v1/selfplay/noise/33000mappo_single_1
# of episode :0
exploiter avg. score: -5.0, avg. epi length: 301
# of episode :20
exploiter avg. score: -85.0, avg. epi length: 798
# of episode :40
exploiter avg. score: -80.0, avg. epi length: 730
# of episode :60
exploiter avg. score: -95.7, avg. epi length: 649
# of episode :80
exploiter avg. score: -88.8, avg. epi length: 796
# of episode :100
exploiter avg. score: -78.6, avg. epi length: 860
# of episode :120
exploiter avg. score: -87.45, avg. epi length: 748
# of episode :140
exploiter avg. score: -69.2, avg. epi length: 969
# of episode :160
exploiter avg. score: -75.8, avg. epi length: 914
# of episode :180
exploiter avg. score: -80.9, avg. epi length: 943
# of episode :200
exploiter avg. score: -84.8, avg. epi length: 819
# of episode :220
exploiter avg. score: -87.9, avg. epi length: 772
# of episode :240
exploiter avg. score: -83.0, avg. epi length: 889
# of episode :260
exploiter avg. score: -88.0, avg. epi length: 836
# of episode :280
exploiter avg. score: -96.4, avg. epi length: 587
# of episode :300
exploiter avg. score: -89.4, avg. epi length: 729
# of episode :320
exploiter avg. score: -76.15, avg. epi length: 900
# of episode :340
exploiter avg. score: -88.6, avg. epi length: 818
# of episode :360
exploiter avg. score: -94.9, avg. epi length: 635
# of episode :380
exploiter avg. score: -78.5, avg. epi length: 891
# of episode :400
exploiter avg. score: -88.1, avg. epi length: 804
# of episode :420
exploiter avg. score: -87.35, avg. epi length: 755
# of episode :440
exploiter avg. score: -95.0, avg. epi length: 589
# of episode :460
exploiter avg. score: -89.4, avg. epi length: 695
# of episode :480
exploiter avg. score: -91.3, avg. epi length: 705
# of episode :500
exploiter avg. score: -92.1, avg. epi length: 736
# of episode :520
exploiter avg. score: -100.0, avg. epi length: 667
# of episode :540
exploiter avg. score: -84.2, avg. epi length: 838
# of episode :560
exploiter avg. score: -72.1, avg. epi length: 894
# of episode :580
exploiter avg. score: -91.45, avg. epi length: 737
# of episode :600
exploiter avg. score: -90.9, avg. epi length: 741
# of episode :620
exploiter avg. score: -90.0, avg. epi length: 711
# of episode :640
exploiter avg. score: -95.6, avg. epi length: 599
# of episode :660
exploiter avg. score: -88.25, avg. epi length: 762
# of episode :680
exploiter avg. score: -92.1, avg. epi length: 685
# of episode :700
exploiter avg. score: -89.4, avg. epi length: 799
# of episode :720
exploiter avg. score: -95.95, avg. epi length: 568
# of episode :740
exploiter avg. score: -77.15, avg. epi length: 856
# of episode :760
exploiter avg. score: -86.6, avg. epi length: 766
# of episode :780
exploiter avg. score: -95.0, avg. epi length: 638
# of episode :800
exploiter avg. score: -85.9, avg. epi length: 803
# of episode :820
exploiter avg. score: -100.0, avg. epi length: 555
# of episode :840
exploiter avg. score: -90.6, avg. epi length: 767
# of episode :860
exploiter avg. score: -75.9, avg. epi length: 805
# of episode :880
exploiter avg. score: -95.9, avg. epi length: 630
# of episode :900
exploiter avg. score: -97.3, avg. epi length: 566
# of episode :920
exploiter avg. score: -88.4, avg. epi length: 728
# of episode :940
exploiter avg. score: -81.8, avg. epi length: 872
# of episode :960
exploiter avg. score: -75.2, avg. epi length: 993
# of episode :980
exploiter avg. score: -88.0, avg. epi length: 783
Final score: -88.0, episode length: 783
load model:  34000 34000mappo_single_1
model/boxing_v1/selfplay/noise/34000mappo_single_1
# of episode :0
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :20
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :40
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :60
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :80
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :100
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :120
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :140
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :160
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :180
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :200
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :220
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :240
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :260
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :280
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :300
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :320
exploiter avg. score: -0.6, avg. epi length: 1784
# of episode :340
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :360
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :380
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :400
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :420
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :440
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :460
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :480
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :500
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :520
exploiter avg. score: -0.4, avg. epi length: 1784
# of episode :540
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :560
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :580
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :600
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :620
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :640
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :660
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :680
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :700
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :720
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :740
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :760
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :780
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :800
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :820
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :840
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :860
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :880
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :900
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :920
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :940
exploiter avg. score: -0.2, avg. epi length: 1784
# of episode :960
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :980
exploiter avg. score: 0.0, avg. epi length: 1784
Final score: 0.0, episode length: 1784
load model:  35000 35000mappo_single_1
model/boxing_v1/selfplay/noise/35000mappo_single_1
# of episode :0
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :20
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :40
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :60
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :80
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :100
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :120
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :140
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :160
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :180
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :200
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :220
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :240
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :260
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :280
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :300
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :320
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :340
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :360
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :380
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :400
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :420
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :440
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :460
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :480
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :500
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :520
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :540
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :560
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :580
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :600
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :620
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :640
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :660
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :680
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :700
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :720
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :740
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :760
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :780
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :800
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :820
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :840
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :860
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :880
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :900
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :920
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :940
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :960
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :980
exploiter avg. score: 0.0, avg. epi length: 1784
Final score: 0.0, episode length: 1784
load model:  36000 36000mappo_single_1
model/boxing_v1/selfplay/noise/36000mappo_single_1
# of episode :0
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :20
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :40
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :60
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :80
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :100
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :120
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :140
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :160
exploiter avg. score: 0.0, avg. epi length: 1784
# of episode :180
exploiter avg. score: -15.85, avg. epi length: 1613
# of episode :200
exploiter avg. score: -45.45, avg. epi length: 1424
# of episode :220
exploiter avg. score: -27.85, avg. epi length: 1659
# of episode :240
exploiter avg. score: -42.2, avg. epi length: 1394
# of episode :260
exploiter avg. score: -13.15, avg. epi length: 1667
# of episode :280
exploiter avg. score: -26.0, avg. epi length: 1547
# of episode :300
exploiter avg. score: -46.15, avg. epi length: 1567
# of episode :320
exploiter avg. score: -18.6, avg. epi length: 1635
# of episode :340
exploiter avg. score: -32.1, avg. epi length: 1381
# of episode :360
exploiter avg. score: -12.1, avg. epi length: 1635
# of episode :380
exploiter avg. score: -16.6, avg. epi length: 1672
# of episode :400
exploiter avg. score: -33.45, avg. epi length: 1522
# of episode :420
exploiter avg. score: -9.0, avg. epi length: 1707
# of episode :440
exploiter avg. score: -45.4, avg. epi length: 1472
# of episode :460
exploiter avg. score: -22.5, avg. epi length: 1613
# of episode :480
exploiter avg. score: -26.25, avg. epi length: 1497
# of episode :500
exploiter avg. score: -16.6, avg. epi length: 1599
# of episode :520
exploiter avg. score: -10.95, avg. epi length: 1684
# of episode :540
exploiter avg. score: -60.55, avg. epi length: 1058
# of episode :560
exploiter avg. score: -39.65, avg. epi length: 1386
# of episode :580
exploiter avg. score: -30.4, avg. epi length: 1455
# of episode :600
exploiter avg. score: -39.75, avg. epi length: 1530
# of episode :620
exploiter avg. score: -11.0, avg. epi length: 1768
# of episode :640
exploiter avg. score: -17.5, avg. epi length: 1630
# of episode :660
exploiter avg. score: -33.1, avg. epi length: 1554
# of episode :680
exploiter avg. score: -21.0, avg. epi length: 1550
# of episode :700
exploiter avg. score: -8.65, avg. epi length: 1706
# of episode :720
exploiter avg. score: -15.75, avg. epi length: 1629
# of episode :740
exploiter avg. score: -12.45, avg. epi length: 1727
# of episode :760
exploiter avg. score: -17.7, avg. epi length: 1586
# of episode :780
exploiter avg. score: -18.4, avg. epi length: 1662
# of episode :800
exploiter avg. score: -24.55, avg. epi length: 1531
# of episode :820
exploiter avg. score: -17.7, avg. epi length: 1568
# of episode :840
exploiter avg. score: -17.7, avg. epi length: 1722
# of episode :860
exploiter avg. score: -2.4, avg. epi length: 1784
# of episode :880
exploiter avg. score: -5.7, avg. epi length: 1709
# of episode :900
exploiter avg. score: -21.5, avg. epi length: 1493
# of episode :920
exploiter avg. score: -17.0, avg. epi length: 1557
# of episode :940
exploiter avg. score: -9.6, avg. epi length: 1636
# of episode :960
exploiter avg. score: -11.4, avg. epi length: 1636
# of episode :980
exploiter avg. score: -9.15, avg. epi length: 1775
Final score: -9.15, episode length: 1775
load model:  37000 37000mappo_single_1
model/boxing_v1/selfplay/noise/37000mappo_single_1
# of episode :0
exploiter avg. score: -5.0, avg. epi length: 264
