state_spaces:  {'first_0': Box(0.0, 1.0, (128,), float32), 'second_0': Box(0.0, 1.0, (128,), float32)} ,  action_spaces:  {'first_0': Discrete(18), 'second_0': Discrete(18)}
['first_0', 'second_0']
exploiter avg. score: -15.0, avg. epi length: 1205
# of episode :760
exploiter avg. score: -11.6, avg. epi length: 1399
# of episode :780
exploiter avg. score: -11.45, avg. epi length: 1478
# of episode :800
exploiter avg. score: -9.0, avg. epi length: 1481
# of episode :820
exploiter avg. score: -14.75, avg. epi length: 1233
# of episode :840
exploiter avg. score: -8.9, avg. epi length: 1549
# of episode :860
exploiter avg. score: -11.25, avg. epi length: 1411
# of episode :880
exploiter avg. score: -11.75, avg. epi length: 1509
# of episode :900
exploiter avg. score: -13.7, avg. epi length: 1270
# of episode :920
exploiter avg. score: -13.3, avg. epi length: 1297
# of episode :940
exploiter avg. score: -14.8, avg. epi length: 1227
# of episode :960
exploiter avg. score: -11.0, avg. epi length: 1472
# of episode :980
exploiter avg. score: -14.65, avg. epi length: 1223
Final score: -14.65, episode length: 1223
load model:  2100 2100mappo_single_1
model/pong_v1/selfplay/2100mappo_single_1
# of episode :0
exploiter avg. score: -0.9, avg. epi length: 1114
# of episode :20
exploiter avg. score: -17.9, avg. epi length: 1017
# of episode :40
exploiter avg. score: -17.85, avg. epi length: 1024
# of episode :60
exploiter avg. score: -14.1, avg. epi length: 1107
# of episode :80
exploiter avg. score: -14.85, avg. epi length: 1143
# of episode :100
exploiter avg. score: -9.5, avg. epi length: 1445
# of episode :120
exploiter avg. score: -13.1, avg. epi length: 1311
# of episode :140
exploiter avg. score: -16.3, avg. epi length: 1134
# of episode :160
exploiter avg. score: -12.15, avg. epi length: 1355
# of episode :180
exploiter avg. score: -12.0, avg. epi length: 1270
# of episode :200
exploiter avg. score: -9.25, avg. epi length: 1568
# of episode :220
exploiter avg. score: -13.2, avg. epi length: 1313
# of episode :240
exploiter avg. score: -16.75, avg. epi length: 1026
# of episode :260
exploiter avg. score: -15.85, avg. epi length: 1149
# of episode :280
exploiter avg. score: -12.8, avg. epi length: 1321
# of episode :300
exploiter avg. score: -17.45, avg. epi length: 1042
# of episode :320
exploiter avg. score: -13.9, avg. epi length: 1298
# of episode :340
exploiter avg. score: -11.8, avg. epi length: 1361
# of episode :360
exploiter avg. score: -9.35, avg. epi length: 1463
# of episode :380
exploiter avg. score: -10.2, avg. epi length: 1354
# of episode :400
exploiter avg. score: -11.9, avg. epi length: 1315
# of episode :420
exploiter avg. score: -8.6, avg. epi length: 1526
# of episode :440
exploiter avg. score: -7.8, avg. epi length: 1614
# of episode :460
exploiter avg. score: -9.65, avg. epi length: 1536
# of episode :480
exploiter avg. score: -14.9, avg. epi length: 1181
# of episode :500
exploiter avg. score: -9.65, avg. epi length: 1386
# of episode :520
exploiter avg. score: -14.35, avg. epi length: 1244
# of episode :540
exploiter avg. score: -6.2, avg. epi length: 1644
# of episode :560
exploiter avg. score: -8.3, avg. epi length: 1591
# of episode :580
exploiter avg. score: -5.75, avg. epi length: 1667
# of episode :600
exploiter avg. score: -8.25, avg. epi length: 1674
# of episode :620
exploiter avg. score: -13.3, avg. epi length: 1203
# of episode :640
exploiter avg. score: -16.2, avg. epi length: 1123
# of episode :660
exploiter avg. score: -16.4, avg. epi length: 1152
# of episode :680
exploiter avg. score: -18.1, avg. epi length: 960
# of episode :700
exploiter avg. score: -18.55, avg. epi length: 916
# of episode :720
exploiter avg. score: -16.0, avg. epi length: 1092
# of episode :740
exploiter avg. score: -14.65, avg. epi length: 1117
# of episode :760
exploiter avg. score: -13.1, avg. epi length: 1193
# of episode :780
exploiter avg. score: -12.8, avg. epi length: 1137
# of episode :800
exploiter avg. score: -14.4, avg. epi length: 1134
# of episode :820
exploiter avg. score: -15.75, avg. epi length: 1129
# of episode :840
exploiter avg. score: -17.55, avg. epi length: 984
# of episode :860
exploiter avg. score: -11.75, avg. epi length: 1170
# of episode :880
exploiter avg. score: -16.45, avg. epi length: 1070
# of episode :900
exploiter avg. score: -17.25, avg. epi length: 1009
# of episode :920
exploiter avg. score: -13.75, avg. epi length: 1211
# of episode :940
exploiter avg. score: -17.35, avg. epi length: 1025
# of episode :960
exploiter avg. score: -16.55, avg. epi length: 1041
# of episode :980
exploiter avg. score: -15.05, avg. epi length: 1126
Final score: -15.05, episode length: 1126
load model:  2120 2120mappo_single_1
model/pong_v1/selfplay/2120mappo_single_1
# of episode :0
exploiter avg. score: -0.4, avg. epi length: 1340
# of episode :20
exploiter avg. score: -14.3, avg. epi length: 1147
# of episode :40
exploiter avg. score: -12.65, avg. epi length: 1289
# of episode :60
exploiter avg. score: -13.8, avg. epi length: 1188
# of episode :80
exploiter avg. score: -13.35, avg. epi length: 1159
# of episode :100
exploiter avg. score: -12.95, avg. epi length: 1243
# of episode :120
exploiter avg. score: -9.95, avg. epi length: 1167
# of episode :140
exploiter avg. score: -15.4, avg. epi length: 1192
# of episode :160
exploiter avg. score: -15.05, avg. epi length: 1189
# of episode :180
exploiter avg. score: -14.3, avg. epi length: 1146
# of episode :200
exploiter avg. score: -16.45, avg. epi length: 1050
# of episode :220
exploiter avg. score: -15.55, avg. epi length: 1184
# of episode :240
exploiter avg. score: -17.0, avg. epi length: 1081
# of episode :260
exploiter avg. score: -15.6, avg. epi length: 1150
# of episode :280
exploiter avg. score: -15.5, avg. epi length: 1154
# of episode :300
exploiter avg. score: -17.2, avg. epi length: 1029
# of episode :320
exploiter avg. score: -14.2, avg. epi length: 1216
# of episode :340
exploiter avg. score: -13.15, avg. epi length: 1268
# of episode :360
exploiter avg. score: -13.2, avg. epi length: 1202
# of episode :380
exploiter avg. score: -8.5, avg. epi length: 1270
# of episode :400
exploiter avg. score: -10.9, avg. epi length: 1237
# of episode :420
exploiter avg. score: -12.0, avg. epi length: 1177
# of episode :440
exploiter avg. score: -13.2, avg. epi length: 1191
# of episode :460
exploiter avg. score: -10.8, avg. epi length: 1229
# of episode :480
exploiter avg. score: -15.3, avg. epi length: 1098
# of episode :500
exploiter avg. score: -14.85, avg. epi length: 1127
# of episode :520
exploiter avg. score: -14.15, avg. epi length: 1228
# of episode :540
exploiter avg. score: -16.2, avg. epi length: 1116
# of episode :560
exploiter avg. score: -16.4, avg. epi length: 1069
# of episode :580
exploiter avg. score: -17.8, avg. epi length: 998
# of episode :600
exploiter avg. score: -15.75, avg. epi length: 1176
# of episode :620
exploiter avg. score: -15.55, avg. epi length: 1136
# of episode :640
exploiter avg. score: -10.05, avg. epi length: 1298
# of episode :660
exploiter avg. score: -8.5, avg. epi length: 1351
# of episode :680
exploiter avg. score: -10.5, avg. epi length: 1329
# of episode :700
exploiter avg. score: -12.25, avg. epi length: 1146
# of episode :720
exploiter avg. score: -14.25, avg. epi length: 1156
# of episode :740
exploiter avg. score: -9.45, avg. epi length: 1223
# of episode :760
exploiter avg. score: -10.6, avg. epi length: 1148
# of episode :780
exploiter avg. score: -12.35, avg. epi length: 1141
# of episode :800
exploiter avg. score: -12.95, avg. epi length: 1171
# of episode :820
exploiter avg. score: -14.2, avg. epi length: 1156
# of episode :840
exploiter avg. score: -14.5, avg. epi length: 1138
# of episode :860
exploiter avg. score: -12.65, avg. epi length: 1251
# of episode :880
exploiter avg. score: -9.0, avg. epi length: 1250
# of episode :900
exploiter avg. score: -12.95, avg. epi length: 1158
# of episode :920
exploiter avg. score: -15.15, avg. epi length: 1094
# of episode :940
exploiter avg. score: -8.15, avg. epi length: 1272
# of episode :960
exploiter avg. score: -12.45, avg. epi length: 1223
# of episode :980
exploiter avg. score: -13.75, avg. epi length: 1210
Final score: -13.75, episode length: 1210
load model:  2140 2140mappo_single_1
model/pong_v1/selfplay/2140mappo_single_1
# of episode :0
exploiter avg. score: -0.2, avg. epi length: 1764
# of episode :20
exploiter avg. score: -11.1, avg. epi length: 1260
# of episode :40
exploiter avg. score: -13.5, avg. epi length: 1133
# of episode :60
exploiter avg. score: -14.05, avg. epi length: 1169
# of episode :80
exploiter avg. score: -13.1, avg. epi length: 1154
# of episode :100
exploiter avg. score: -9.85, avg. epi length: 1255
# of episode :120
exploiter avg. score: -12.45, avg. epi length: 1241
# of episode :140
exploiter avg. score: -13.45, avg. epi length: 1150
# of episode :160
exploiter avg. score: -10.45, avg. epi length: 1310
# of episode :180
exploiter avg. score: -13.15, avg. epi length: 1228
# of episode :200
exploiter avg. score: -14.5, avg. epi length: 1177
# of episode :220
exploiter avg. score: -17.5, avg. epi length: 1054
# of episode :240
exploiter avg. score: -14.9, avg. epi length: 1136
# of episode :260
exploiter avg. score: -11.3, avg. epi length: 1226
# of episode :280
exploiter avg. score: -13.4, avg. epi length: 1214
# of episode :300
exploiter avg. score: -14.45, avg. epi length: 1116
# of episode :320
exploiter avg. score: -18.6, avg. epi length: 858
# of episode :340
exploiter avg. score: -11.45, avg. epi length: 1246
# of episode :360
exploiter avg. score: -13.35, avg. epi length: 1191
# of episode :380
exploiter avg. score: -17.45, avg. epi length: 963
# of episode :400
exploiter avg. score: -13.6, avg. epi length: 1161
# of episode :420
exploiter avg. score: -17.05, avg. epi length: 1014
# of episode :440
exploiter avg. score: -17.0, avg. epi length: 1022
# of episode :460
exploiter avg. score: -13.8, avg. epi length: 1220
# of episode :480
exploiter avg. score: -12.05, avg. epi length: 1229
# of episode :500
exploiter avg. score: -12.65, avg. epi length: 1235
# of episode :520
exploiter avg. score: -12.65, avg. epi length: 1236
# of episode :540
exploiter avg. score: -15.35, avg. epi length: 1107
# of episode :560
exploiter avg. score: -17.85, avg. epi length: 962
# of episode :580
exploiter avg. score: -16.2, avg. epi length: 1011
# of episode :600
exploiter avg. score: -12.85, avg. epi length: 1217
# of episode :620
exploiter avg. score: -15.5, avg. epi length: 1092
# of episode :640
exploiter avg. score: -16.05, avg. epi length: 1122
# of episode :660
exploiter avg. score: -10.85, avg. epi length: 1379
# of episode :680
exploiter avg. score: -12.8, avg. epi length: 1236
# of episode :700
exploiter avg. score: -13.4, avg. epi length: 1213
# of episode :720
exploiter avg. score: -14.2, avg. epi length: 1120
# of episode :740
exploiter avg. score: -14.7, avg. epi length: 1151
# of episode :760
exploiter avg. score: -12.45, avg. epi length: 1280
# of episode :780
exploiter avg. score: -15.15, avg. epi length: 1148
# of episode :800
exploiter avg. score: -15.55, avg. epi length: 1138
# of episode :820
exploiter avg. score: -14.95, avg. epi length: 1122
# of episode :840
exploiter avg. score: -13.05, avg. epi length: 1250
# of episode :860
exploiter avg. score: -14.95, avg. epi length: 1152
# of episode :880
exploiter avg. score: -15.2, avg. epi length: 1129
# of episode :900
exploiter avg. score: -15.6, avg. epi length: 1118
# of episode :920
exploiter avg. score: -14.95, avg. epi length: 1197
# of episode :940
exploiter avg. score: -16.0, avg. epi length: 1105
# of episode :960
exploiter avg. score: -16.45, avg. epi length: 1130
# of episode :980
exploiter avg. score: -16.05, avg. epi length: 1067
Final score: -16.05, episode length: 1067
load model:  2160 2160mappo_single_1
model/pong_v1/selfplay/2160mappo_single_1
# of episode :0
exploiter avg. score: -0.7, avg. epi length: 1179
# of episode :20
exploiter avg. score: -16.6, avg. epi length: 1049
# of episode :40
exploiter avg. score: -15.35, avg. epi length: 1184
# of episode :60
exploiter avg. score: -16.35, avg. epi length: 1085
# of episode :80
exploiter avg. score: -15.1, avg. epi length: 1122
# of episode :100
exploiter avg. score: -15.75, avg. epi length: 1137
# of episode :120
exploiter avg. score: -16.8, avg. epi length: 1126
# of episode :140
exploiter avg. score: -17.55, avg. epi length: 1041
# of episode :160
exploiter avg. score: -17.6, avg. epi length: 999
# of episode :180
exploiter avg. score: -17.55, avg. epi length: 1018
# of episode :200
exploiter avg. score: -15.65, avg. epi length: 1133
# of episode :220
exploiter avg. score: -16.75, avg. epi length: 1062
# of episode :240
exploiter avg. score: -16.85, avg. epi length: 1080
# of episode :260
exploiter avg. score: -17.65, avg. epi length: 1046
# of episode :280
exploiter avg. score: -16.65, avg. epi length: 1086
# of episode :300
exploiter avg. score: -16.05, avg. epi length: 1091
# of episode :320
exploiter avg. score: -16.9, avg. epi length: 1074
# of episode :340
exploiter avg. score: -14.75, avg. epi length: 1201
# of episode :360
exploiter avg. score: -17.15, avg. epi length: 1087
# of episode :380
exploiter avg. score: -16.2, avg. epi length: 1098
# of episode :400
exploiter avg. score: -15.75, avg. epi length: 1143
# of episode :420
exploiter avg. score: -16.0, avg. epi length: 1091
# of episode :440
exploiter avg. score: -13.95, avg. epi length: 1113
# of episode :460
exploiter avg. score: -14.25, avg. epi length: 1186
# of episode :480
exploiter avg. score: -15.85, avg. epi length: 1166
# of episode :500
exploiter avg. score: -14.85, avg. epi length: 1149
# of episode :520
exploiter avg. score: -18.25, avg. epi length: 1011
# of episode :540
exploiter avg. score: -15.75, avg. epi length: 1145
# of episode :560
exploiter avg. score: -13.95, avg. epi length: 1214
# of episode :580
exploiter avg. score: -14.55, avg. epi length: 1134
# of episode :600
exploiter avg. score: -14.45, avg. epi length: 1182
# of episode :620
exploiter avg. score: -15.4, avg. epi length: 1132
# of episode :640
exploiter avg. score: -14.5, avg. epi length: 1196
# of episode :660
exploiter avg. score: -14.4, avg. epi length: 1142
# of episode :680
exploiter avg. score: -16.9, avg. epi length: 1048
# of episode :700
exploiter avg. score: -15.25, avg. epi length: 1144
# of episode :720
exploiter avg. score: -17.55, avg. epi length: 1023
# of episode :740
exploiter avg. score: -15.8, avg. epi length: 1092
# of episode :760
exploiter avg. score: -17.2, avg. epi length: 1015
# of episode :780
exploiter avg. score: -15.55, avg. epi length: 1150
# of episode :800
exploiter avg. score: -14.75, avg. epi length: 1143
# of episode :820
exploiter avg. score: -13.8, avg. epi length: 1219
# of episode :840
exploiter avg. score: -16.25, avg. epi length: 1108
# of episode :860
exploiter avg. score: -17.25, avg. epi length: 1049
# of episode :880
exploiter avg. score: -15.7, avg. epi length: 1121
# of episode :900
exploiter avg. score: -16.25, avg. epi length: 1096
# of episode :920
exploiter avg. score: -17.05, avg. epi length: 1076
# of episode :940
exploiter avg. score: -17.9, avg. epi length: 1022
# of episode :960
exploiter avg. score: -18.0, avg. epi length: 990
# of episode :980
exploiter avg. score: -17.65, avg. epi length: 1014
Final score: -17.65, episode length: 1014
load model:  2180 2180mappo_single_1
model/pong_v1/selfplay/2180mappo_single_1
# of episode :0
exploiter avg. score: -1.0, avg. epi length: 845
# of episode :20
exploiter avg. score: -15.4, avg. epi length: 1127
# of episode :40
exploiter avg. score: -15.7, avg. epi length: 1141
# of episode :60
exploiter avg. score: -15.0, avg. epi length: 1136
# of episode :80
exploiter avg. score: -18.3, avg. epi length: 915
# of episode :100
exploiter avg. score: -15.55, avg. epi length: 1108
# of episode :120
exploiter avg. score: -18.4, avg. epi length: 963
# of episode :140
exploiter avg. score: -16.5, avg. epi length: 1054
# of episode :160
exploiter avg. score: -15.8, avg. epi length: 1151
# of episode :180
exploiter avg. score: -17.2, avg. epi length: 1029
# of episode :200
exploiter avg. score: -15.55, avg. epi length: 1122
# of episode :220
exploiter avg. score: -13.75, avg. epi length: 1204
# of episode :240
exploiter avg. score: -17.4, avg. epi length: 1036
# of episode :260
exploiter avg. score: -16.45, avg. epi length: 1075
# of episode :280
exploiter avg. score: -16.1, avg. epi length: 1097
# of episode :300
exploiter avg. score: -16.1, avg. epi length: 1086
# of episode :320
exploiter avg. score: -16.2, avg. epi length: 1063
# of episode :340
exploiter avg. score: -16.15, avg. epi length: 1122
# of episode :360
exploiter avg. score: -12.2, avg. epi length: 1307
# of episode :380
exploiter avg. score: -14.1, avg. epi length: 1211
# of episode :400
exploiter avg. score: -14.9, avg. epi length: 1144
# of episode :420
exploiter avg. score: -15.8, avg. epi length: 1096
# of episode :440
exploiter avg. score: -15.3, avg. epi length: 1121
# of episode :460
exploiter avg. score: -14.35, avg. epi length: 1187
# of episode :480
exploiter avg. score: -14.7, avg. epi length: 1167
# of episode :500
exploiter avg. score: -14.7, avg. epi length: 1188
# of episode :520
exploiter avg. score: -16.75, avg. epi length: 1028
# of episode :540
exploiter avg. score: -14.65, avg. epi length: 1172
# of episode :560
exploiter avg. score: -14.4, avg. epi length: 1182
# of episode :580
exploiter avg. score: -14.4, avg. epi length: 1201
# of episode :600
exploiter avg. score: -17.6, avg. epi length: 1004
# of episode :620
exploiter avg. score: -16.4, avg. epi length: 1106
# of episode :640
exploiter avg. score: -16.45, avg. epi length: 1081
# of episode :660
exploiter avg. score: -15.35, avg. epi length: 1144
# of episode :680
exploiter avg. score: -16.9, avg. epi length: 1056
# of episode :700
exploiter avg. score: -17.15, avg. epi length: 1069
# of episode :720
exploiter avg. score: -16.15, avg. epi length: 1143
# of episode :740
exploiter avg. score: -16.95, avg. epi length: 1045
# of episode :760
exploiter avg. score: -16.35, avg. epi length: 1074
# of episode :780
exploiter avg. score: -16.35, avg. epi length: 1107
# of episode :800
exploiter avg. score: -16.7, avg. epi length: 1089
# of episode :820
exploiter avg. score: -15.55, avg. epi length: 1148
# of episode :840
exploiter avg. score: -16.85, avg. epi length: 1030
# of episode :860
exploiter avg. score: -14.75, avg. epi length: 1146
# of episode :880
exploiter avg. score: -15.65, avg. epi length: 1104
# of episode :900
exploiter avg. score: -16.2, avg. epi length: 1080
# of episode :920
exploiter avg. score: -18.65, avg. epi length: 896
# of episode :940
exploiter avg. score: -17.85, avg. epi length: 997
# of episode :960
exploiter avg. score: -17.35, avg. epi length: 1084
# of episode :980
exploiter avg. score: -16.75, avg. epi length: 1072
Final score: -16.75, episode length: 1072
load model:  2200 2200mappo_single_1
model/pong_v1/selfplay/2200mappo_single_1
# of episode :0
exploiter avg. score: -0.85, avg. epi length: 971
# of episode :20
exploiter avg. score: -17.25, avg. epi length: 1053
# of episode :40
exploiter avg. score: -18.45, avg. epi length: 973
# of episode :60
exploiter avg. score: -15.75, avg. epi length: 1166
# of episode :80
exploiter avg. score: -17.05, avg. epi length: 1045
# of episode :100
exploiter avg. score: -14.85, avg. epi length: 1217
# of episode :120
exploiter avg. score: -15.0, avg. epi length: 1196
# of episode :140
exploiter avg. score: -16.45, avg. epi length: 1115
# of episode :160
exploiter avg. score: -18.35, avg. epi length: 979
# of episode :180
exploiter avg. score: -18.95, avg. epi length: 915
# of episode :200
exploiter avg. score: -19.3, avg. epi length: 936
# of episode :220
exploiter avg. score: -16.75, avg. epi length: 1126
# of episode :240
exploiter avg. score: -13.8, avg. epi length: 1233
# of episode :260
exploiter avg. score: -10.95, avg. epi length: 1287
# of episode :280
exploiter avg. score: -8.6, avg. epi length: 1404
# of episode :300
exploiter avg. score: -6.6, avg. epi length: 1593
# of episode :320
exploiter avg. score: -9.25, avg. epi length: 1575
# of episode :340
exploiter avg. score: -0.45, avg. epi length: 1725
# of episode :360
exploiter avg. score: -8.55, avg. epi length: 1556
# of episode :380
exploiter avg. score: -6.25, avg. epi length: 1584
# of episode :400
exploiter avg. score: -7.55, avg. epi length: 1587
# of episode :420
exploiter avg. score: -1.4, avg. epi length: 1781
# of episode :440
exploiter avg. score: -3.75, avg. epi length: 1658
# of episode :460
exploiter avg. score: -10.4, avg. epi length: 1461
# of episode :480
exploiter avg. score: -15.6, avg. epi length: 1163
# of episode :500
exploiter avg. score: -15.0, avg. epi length: 1235
# of episode :520
exploiter avg. score: -12.65, avg. epi length: 1254
# of episode :540
exploiter avg. score: -11.85, avg. epi length: 1373
# of episode :560
exploiter avg. score: -10.0, avg. epi length: 1526
# of episode :580
exploiter avg. score: -11.9, avg. epi length: 1267
# of episode :600
exploiter avg. score: -11.8, avg. epi length: 1183
# of episode :620
exploiter avg. score: -9.55, avg. epi length: 1462
# of episode :640
exploiter avg. score: -0.65, avg. epi length: 1723
# of episode :660
exploiter avg. score: -11.25, avg. epi length: 1353
# of episode :680
exploiter avg. score: -3.4, avg. epi length: 1660
# of episode :700
exploiter avg. score: -6.7, avg. epi length: 1613
# of episode :720
exploiter avg. score: -4.35, avg. epi length: 1692
# of episode :740
exploiter avg. score: -14.35, avg. epi length: 1293
# of episode :760
exploiter avg. score: -10.4, avg. epi length: 1432
# of episode :780
exploiter avg. score: -10.5, avg. epi length: 1319
# of episode :800
exploiter avg. score: -14.95, avg. epi length: 1247
# of episode :820
exploiter avg. score: -6.3, avg. epi length: 1653
# of episode :840
exploiter avg. score: -6.2, avg. epi length: 1797
# of episode :860
exploiter avg. score: -5.5, avg. epi length: 1619
# of episode :880
exploiter avg. score: -14.1, avg. epi length: 1290
# of episode :900
exploiter avg. score: -6.9, avg. epi length: 1568
# of episode :920
exploiter avg. score: -4.35, avg. epi length: 1588
# of episode :940
exploiter avg. score: -0.1, avg. epi length: 1663
# of episode :960
exploiter avg. score: -9.7, avg. epi length: 1347
# of episode :980
exploiter avg. score: -5.1, avg. epi length: 1555
Final score: -5.1, episode length: 1555
load model:  2220 2220mappo_single_1
model/pong_v1/selfplay/2220mappo_single_1
# of episode :0
exploiter avg. score: -0.45, avg. epi length: 1826
# of episode :20
exploiter avg. score: -8.4, avg. epi length: 1582
# of episode :40
exploiter avg. score: -1.85, avg. epi length: 1776
# of episode :60
exploiter avg. score: -4.4, avg. epi length: 1482
# of episode :80
exploiter avg. score: -1.9, avg. epi length: 1721
# of episode :100
exploiter avg. score: -2.9, avg. epi length: 1631
# of episode :120
exploiter avg. score: 2.15, avg. epi length: 1697
# of episode :140
exploiter avg. score: -5.8, avg. epi length: 1447
# of episode :160
exploiter avg. score: -9.75, avg. epi length: 1394
# of episode :180
exploiter avg. score: -16.45, avg. epi length: 1181
# of episode :200
exploiter avg. score: -16.85, avg. epi length: 1127
# of episode :220
exploiter avg. score: -10.05, avg. epi length: 1397
# of episode :240
exploiter avg. score: -15.45, avg. epi length: 1186
# of episode :260
exploiter avg. score: -11.75, avg. epi length: 1263
# of episode :280
exploiter avg. score: 2.7, avg. epi length: 1708
# of episode :300
exploiter avg. score: -10.1, avg. epi length: 1408
# of episode :320
exploiter avg. score: -14.9, avg. epi length: 1240
# of episode :340
exploiter avg. score: -15.9, avg. epi length: 1172
# of episode :360
exploiter avg. score: -7.7, avg. epi length: 1422
# of episode :380
exploiter avg. score: -15.55, avg. epi length: 1230
# of episode :400
exploiter avg. score: -8.4, avg. epi length: 1514
# of episode :420
exploiter avg. score: -5.7, avg. epi length: 1440
# of episode :440
exploiter avg. score: -9.35, avg. epi length: 1478
# of episode :460
exploiter avg. score: -1.6, avg. epi length: 1587
# of episode :480
exploiter avg. score: -11.65, avg. epi length: 1307
# of episode :500
exploiter avg. score: -7.8, avg. epi length: 1436
# of episode :520
exploiter avg. score: -16.85, avg. epi length: 1133
# of episode :540
exploiter avg. score: -18.25, avg. epi length: 1007
# of episode :560
exploiter avg. score: -18.9, avg. epi length: 985
# of episode :580
exploiter avg. score: -16.1, avg. epi length: 1158
# of episode :600
exploiter avg. score: -15.6, avg. epi length: 1210
# of episode :620
exploiter avg. score: -17.15, avg. epi length: 1072
# of episode :640
exploiter avg. score: -8.65, avg. epi length: 1441
# of episode :660
exploiter avg. score: -1.05, avg. epi length: 1828
# of episode :680
exploiter avg. score: -5.15, avg. epi length: 1471
# of episode :700
exploiter avg. score: -8.85, avg. epi length: 1665
# of episode :720
exploiter avg. score: -2.8, avg. epi length: 1621
# of episode :740
exploiter avg. score: -7.05, avg. epi length: 1545
# of episode :760
exploiter avg. score: -5.45, avg. epi length: 1618
# of episode :780
exploiter avg. score: -6.5, avg. epi length: 1697
# of episode :800
exploiter avg. score: -5.45, avg. epi length: 1526
# of episode :820
exploiter avg. score: -5.45, avg. epi length: 1613
# of episode :840
exploiter avg. score: -6.5, avg. epi length: 1662
# of episode :860
exploiter avg. score: -3.85, avg. epi length: 1688
# of episode :880
exploiter avg. score: 5.6, avg. epi length: 1726
# of episode :900
exploiter avg. score: -0.25, avg. epi length: 1772
# of episode :920
exploiter avg. score: -6.25, avg. epi length: 1642
# of episode :940
exploiter avg. score: -14.6, avg. epi length: 1231
# of episode :960
exploiter avg. score: -16.85, avg. epi length: 1145
# of episode :980
exploiter avg. score: -17.35, avg. epi length: 1087
Final score: -17.35, episode length: 1087
load model:  2240 2240mappo_single_1
model/pong_v1/selfplay/2240mappo_single_1
# of episode :0
exploiter avg. score: -0.75, avg. epi length: 1157
# of episode :20
exploiter avg. score: -13.55, avg. epi length: 1268
# of episode :40
exploiter avg. score: -14.35, avg. epi length: 1165
# of episode :60
exploiter avg. score: -16.1, avg. epi length: 1080
# of episode :80
exploiter avg. score: -13.4, avg. epi length: 1256
# of episode :100
exploiter avg. score: -16.35, avg. epi length: 1095
# of episode :120
exploiter avg. score: -14.65, avg. epi length: 1170
# of episode :140
exploiter avg. score: -17.55, avg. epi length: 983
# of episode :160
exploiter avg. score: -14.55, avg. epi length: 1182
# of episode :180
exploiter avg. score: -15.7, avg. epi length: 1138
# of episode :200
exploiter avg. score: -15.3, avg. epi length: 1214
# of episode :220
exploiter avg. score: -15.55, avg. epi length: 1117
# of episode :240
exploiter avg. score: -16.5, avg. epi length: 1081
# of episode :260
exploiter avg. score: -14.45, avg. epi length: 1206
# of episode :280
exploiter avg. score: -13.65, avg. epi length: 1187
# of episode :300
exploiter avg. score: -15.55, avg. epi length: 1148
# of episode :320
exploiter avg. score: -16.55, avg. epi length: 1100
# of episode :340
exploiter avg. score: -16.9, avg. epi length: 1051
# of episode :360
exploiter avg. score: -13.05, avg. epi length: 1220
# of episode :380
exploiter avg. score: -17.65, avg. epi length: 1013
# of episode :400
exploiter avg. score: -15.95, avg. epi length: 1122
# of episode :420
exploiter avg. score: -16.75, avg. epi length: 1052
# of episode :440
exploiter avg. score: -17.6, avg. epi length: 1037
# of episode :460
exploiter avg. score: -15.75, avg. epi length: 1091
# of episode :480
exploiter avg. score: -16.0, avg. epi length: 1076
# of episode :500
exploiter avg. score: -14.45, avg. epi length: 1196
# of episode :520
exploiter avg. score: -15.95, avg. epi length: 1091
# of episode :540
exploiter avg. score: -15.1, avg. epi length: 1179
# of episode :560
exploiter avg. score: -17.1, avg. epi length: 1027
# of episode :580
exploiter avg. score: -13.3, avg. epi length: 1225
# of episode :600
exploiter avg. score: -14.15, avg. epi length: 1197
# of episode :620
exploiter avg. score: -15.8, avg. epi length: 1073
# of episode :640
exploiter avg. score: -17.7, avg. epi length: 945
# of episode :660
exploiter avg. score: -15.05, avg. epi length: 1129
# of episode :680
exploiter avg. score: -15.85, avg. epi length: 1118
# of episode :700
exploiter avg. score: -14.2, avg. epi length: 1189
# of episode :720
exploiter avg. score: -14.95, avg. epi length: 1196
# of episode :740
exploiter avg. score: -14.35, avg. epi length: 1223
# of episode :760
exploiter avg. score: -16.25, avg. epi length: 1108
# of episode :780
exploiter avg. score: -16.2, avg. epi length: 1098
# of episode :800
exploiter avg. score: -16.3, avg. epi length: 1107
# of episode :820
exploiter avg. score: -13.95, avg. epi length: 1201
# of episode :840
exploiter avg. score: -15.3, avg. epi length: 1191
# of episode :860
exploiter avg. score: -15.4, avg. epi length: 1133
# of episode :880
exploiter avg. score: -15.0, avg. epi length: 1165
# of episode :900
exploiter avg. score: -15.65, avg. epi length: 1138
# of episode :920
exploiter avg. score: -15.35, avg. epi length: 1123
# of episode :940
exploiter avg. score: -16.55, avg. epi length: 1060
# of episode :960
exploiter avg. score: -15.95, avg. epi length: 1080
# of episode :980
exploiter avg. score: -15.55, avg. epi length: 1132
Final score: -15.55, episode length: 1132
load model:  2260 2260mappo_single_1
model/pong_v1/selfplay/2260mappo_single_1
# of episode :0
exploiter avg. score: -1.05, avg. epi length: 766
# of episode :20
exploiter avg. score: -17.4, avg. epi length: 1017
# of episode :40
exploiter avg. score: -16.4, avg. epi length: 1117
# of episode :60
exploiter avg. score: -15.1, avg. epi length: 1193
# of episode :80
exploiter avg. score: -15.9, avg. epi length: 1123
# of episode :100
exploiter avg. score: -14.35, avg. epi length: 1196
